Pincode,City,State,Area
700018,Kolkata,WEST BENGAL,Udaan Kolkata
700021,Kolkata,WEST BENGAL,Udaan Kolkata
700022,Kolkata,WEST BENGAL,Udaan Kolkata
700023,Kolkata,WEST BENGAL,Udaan Kolkata
700024,Kolkata,WEST BENGAL,Udaan Kolkata
700027,Kolkata,WEST BENGAL,Udaan Kolkata
700034,Kolkata,WEST BENGAL,Udaan Kolkata
700038,Kolkata,WEST BENGAL,Udaan Kolkata
700043,Kolkata,WEST BENGAL,Udaan Kolkata
700044,Kolkata,WEST BENGAL,Udaan Kolkata
700053,Kolkata,WEST BENGAL,Udaan Kolkata
700060,Kolkata,WEST BENGAL,Udaan Kolkata
700061,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700063,Kolkata,WEST BENGAL,Udaan Kolkata
700066,Kolkata,WEST BENGAL,Udaan Kolkata
700082,Kolkata,WEST BENGAL,Udaan Kolkata
700088,Kolkata,WEST BENGAL,Udaan Kolkata
700104,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700137,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700138,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700139,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700140,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700141,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700142,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700143,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700032,Kolkata,WEST BENGAL,Udaan Kolkata
700033,Kolkata,WEST BENGAL,Udaan Kolkata
700040,Kolkata,WEST BENGAL,Udaan Kolkata
700041,Kolkata,WEST BENGAL,Udaan Kolkata
700045,Kolkata,WEST BENGAL,Udaan Kolkata
700047,Kolkata,WEST BENGAL,Udaan Kolkata
700068,Kolkata,WEST BENGAL,Udaan Kolkata
700070,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700084,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700086,Kolkata,WEST BENGAL,Udaan Kolkata
700092,Kolkata,WEST BENGAL,Udaan Kolkata
700093,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700094,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700095,Kolkata,WEST BENGAL,Udaan Kolkata
700096,South 24 Parganas,WEST BENGAL,Udaan Kolkata
700099,Kolkata,WEST BENGAL,Udaan Kolkata
700103,South 24 Parganas,WEST BENGAL,Udaan Kolkata
690526,Kollam,KERALA,Udaan Kollam
690519,Kollam,KERALA,Udaan Kollam
690521,Kollam,KERALA,Udaan Kollam
690528,Kollam,KERALA,Udaan Kollam
690536,Kollam,KERALA,Udaan Kollam
690538,Kollam,KERALA,Udaan Kollam
690539,Kollam,KERALA,Udaan Kollam
690542,Kollam,KERALA,Udaan Kollam
690544,Kollam,KERALA,Udaan Kollam
690573,Kollam,KERALA,Udaan Kollam
690574,Kollam,KERALA,Udaan Kollam
323021,Bundi,RAJASTHAN,Udaan Kota
324001,Kota,RAJASTHAN,Udaan Kota
324002,Kota,RAJASTHAN,Udaan Kota
324003,Kota,RAJASTHAN,Udaan Kota
324004,Kota,RAJASTHAN,Udaan Kota
324005,Kota,RAJASTHAN,Udaan Kota
324006,Kota,RAJASTHAN,Udaan Kota
324007,Kota,RAJASTHAN,Udaan Kota
324008,Kota,RAJASTHAN,Udaan Kota
324009,Kota,RAJASTHAN,Udaan Kota
324010,Kota,RAJASTHAN,Udaan Kota
325203,Kota,RAJASTHAN,Udaan Kota
325204,Kota,RAJASTHAN,Udaan Kota
325205,Baran,RAJASTHAN,Udaan Kota
325202,Baran,RAJASTHAN,Udaan Kota
690520,Kollam,KERALA,Udaan Kottarakkara
635001,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635002,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635101,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635104,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635106,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635108,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635111,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635112,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635115,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635117,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635120,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635121,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635122,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635203,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
635204,Krishnagiri,TAMIL NADU,Udaan Krishnagiri
741403,Krishnagar,West Bengal,Udaan Krishnanagar
741101,Nadia,WEST BENGAL,Udaan Krishnanagar
741102,Nadia,WEST BENGAL,Udaan Krishnanagar
741103,Nadia,WEST BENGAL,Udaan Krishnanagar
741123,Nadia,WEST BENGAL,Udaan Krishnanagar
741124,Nadia,WEST BENGAL,Udaan Krishnanagar
741125,Nadia,WEST BENGAL,Udaan Krishnanagar
741126,Nadia,WEST BENGAL,Udaan Krishnanagar
741137,Nadia,WEST BENGAL,Udaan Krishnanagar
741138,Nadia,WEST BENGAL,Udaan Krishnanagar
741139,Nadia,WEST BENGAL,Udaan Krishnanagar
741151,Nadia,WEST BENGAL,Udaan Krishnanagar
741154,Nadia,WEST BENGAL,Udaan Krishnanagar
741155,Nadia,WEST BENGAL,Udaan Krishnanagar
741156,Nadia,WEST BENGAL,Udaan Krishnanagar
741160,Nadia,WEST BENGAL,Udaan Krishnanagar
741161,Nadia,WEST BENGAL,Udaan Krishnanagar
741163,Nadia,WEST BENGAL,Udaan Krishnanagar
741164,Nadia,WEST BENGAL,Udaan Krishnanagar
741165,Nadia,WEST BENGAL,Udaan Krishnanagar
741166,Nadia,WEST BENGAL,Udaan Krishnanagar
741167,Nadia,WEST BENGAL,Udaan Krishnanagar
741246,Nadia,WEST BENGAL,Udaan Krishnanagar
741301,Nadia,WEST BENGAL,Udaan Krishnanagar
741302,Nadia,WEST BENGAL,Udaan Krishnanagar
741313,Nadia,WEST BENGAL,Udaan Krishnanagar
741317,Nadia,WEST BENGAL,Udaan Krishnanagar
741401,Nadia,WEST BENGAL,Udaan Krishnanagar
741506,Nadia,WEST BENGAL,Udaan Krishnanagar
741507,Nadia,WEST BENGAL,Udaan Krishnanagar
741508,Nadia,WEST BENGAL,Udaan Krishnanagar
741509,Nadia,WEST BENGAL,Udaan Krishnanagar
741315,Nadia,WEST BENGAL,Udaan Krishnanagar
500018,Hyderabad,TELANGANA,Udaan Kukatpally
500019,K.V.Rangareddy,TELANGANA,Udaan Kukatpally
500032,K.V.Rangareddy,TELANGANA,Udaan Kukatpally
500037,Hyderabad,TELANGANA,Udaan Kukatpally
500046,Hyderabad,TELANGANA,Udaan Kukatpally
500049,Hyderabad,TELANGANA,Udaan Kukatpally
500050,Hyderabad,TELANGANA,Udaan Kukatpally
500054,Hyderabad,TELANGANA,Udaan Kukatpally
500055,Hyderabad,TELANGANA,Udaan Kukatpally
500072,Hyderabad,TELANGANA,Udaan Kukatpally
500081,Hyderabad,TELANGANA,Udaan Kukatpally
500084,Hyderabad,TELANGANA,Udaan Kukatpally
500085,Hyderabad,TELANGANA,Udaan Kukatpally
500090,Hyderabad,TELANGANA,Udaan Kukatpally
500107,Hyderabad,TELANGANA,Udaan Kukatpally
500114,Hyderabad,Telangana,Udaan Kukatpally
502324,Medak,TELANGANA,Udaan Kukatpally
502325,Medak,TELANGANA,Udaan Kukatpally
212201,Kaushambi,UTTAR PRADESH,Udaan Kunda
229408,Pratapgarh,UTTAR PRADESH,Udaan Kunda
229413,Allahabad,UTTAR PRADESH,Udaan Kunda
230141,Pratapgarh,UTTAR PRADESH,Udaan Kunda
230201,Pratapgarh,UTTAR PRADESH,Udaan Kunda
230202,Pratapgarh,UTTAR PRADESH,Udaan Kunda
230204,Pratapgarh,UTTAR PRADESH,Udaan Kunda
229411,Allahabad,UTTAR PRADESH,Udaan Kunda
230143,Pratapgarh,UTTAR PRADESH,Udaan Kunda
518002,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518003,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518004,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518005,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518006,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518007,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518218,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518401,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518411,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518422,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518432,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518442,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518452,Kurnool,ANDHRA PRADESH,Udaan Kurnool
518464,Kurnool,ANDHRA PRADESH,Udaan Kurnool
700002,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700004,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700005,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700010,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700011,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700028,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700030,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700035,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700036,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700037,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700048,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700050,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700052,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700054,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700055,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700059,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700064,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700065,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700067,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700074,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700076,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700077,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700079,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700080,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700081,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700085,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700089,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700090,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700091,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700098,Kolkata,West Bengal,Udaan Laketown_Kolkata
700101,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700102,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700106,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700135,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700136,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700156,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700157,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700159,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700097,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
700108,Kolkata,WEST BENGAL,Udaan Laketown_Kolkata
700160,North 24 Parganas,WEST BENGAL,Udaan Laketown_Kolkata
784160,Lakhimpur,ASSAM,Udaan Lakhimpur
787001,Lakhimpur,ASSAM,Udaan Lakhimpur
787023,Lakhimpur,ASSAM,Udaan Lakhimpur
787031,Lakhimpur,ASSAM,Udaan Lakhimpur
791123,Lakhimpur,Assam,Udaan Lakhimpur
784161,Lakhimpur,ASSAM,Udaan Lakhimpur
787034,North Lakhimpur,ASSAM,Udaan Lakhimpur
787032,Lakhimpur,ASSAM,Udaan Lakhimpur
787054,Lakhimpur,ASSAM,Udaan Lakhimpur
787051,Lakhimpur,ASSAM,Udaan Lakhimpur
413531,Osmanabad,MAHARASHTRA,Udaan Latur (MH)
141001,Ludhiana,PUNJAB,Udaan Ludhiana Onn Park
141002,Ludhiana,PUNJAB,Udaan Ludhiana Onn Park
141005,Ludhiana,Punjab,Udaan Ludhiana Onn Park
141007,Ludhiana,PUNJAB,Udaan Ludhiana Onn Park
141008,Ludhiana,PUNJAB,Udaan Ludhiana Onn Park
141011,Ludhiana,Punjab,Udaan Ludhiana Onn Park
141012,Ludhiana,PUNJAB,Udaan Ludhiana Onn Park
141015,Ludhiana,PUNJAB,Udaan Ludhiana Onn Park
141009,Ludhiana,Punjab,Udaan Ludhiana TP Nagar
141014,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141017,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141003,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141004,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141006,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141010,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141013,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141016,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141112,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141116,Ludhiana,PUNJAB,Udaan Ludhiana TP Nagar
141421,Fatehgarh Sahib,PUNJAB,Udaan Ludhiana TP Nagar
847225,Madhubani,BIHAR,Udaan Madhubani
847226,Madhubani,BIHAR,Udaan Madhubani
847228,Madhubani,BIHAR,Udaan Madhubani
847229,Madhubani,BIHAR,Udaan Madhubani
847230,Madhubani,BIHAR,Udaan Madhubani
847232,Madhubani,BIHAR,Udaan Madhubani
847305,Madhubani,BIHAR,Udaan Madhubani
847308,Madhubani,BIHAR,Udaan Madhubani
625301,Madurai,TAMIL NADU,Udaan Madurai
625514,Madurai,TAMIL NADU,Udaan Madurai
735202,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735204,Alipurduar,WEST BENGAL,Udaan Malbazar
735205,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735206,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735209,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735218,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735219,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735221,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735222,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735223,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735225,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735232,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735229,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735230,Jalpaiguri,WEST BENGAL,Udaan Malbazar
735207,Mal,West Bengal,Udaan Malbazar
574219,Dakshina Kannada,KARNATAKA,Udaan Mangalore
574222,Dakshina Kannada,KARNATAKA,Udaan Mangalore
574227,Dakshina Kannada,KARNATAKA,Udaan Mangalore
574231,Dakshina Kannada,KARNATAKA,Udaan Mangalore
281001,Hathras,UTTAR PRADESH,Udaan Mathura FMLM
281002,Mathura,Uttar Pradesh,Udaan Mathura FMLM
281003,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281004,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281005,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281006,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281121,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281123,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281201,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281202,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281203,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281204,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281206,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281301,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281305,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281406,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281502,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
281504,Mathura,UTTAR PRADESH,Udaan Mathura FMLM
275105,Mau,UTTAR PRADESH,Udaan Mau
275303,Mau,UTTAR PRADESH,Udaan Mau
275304,Mau,UTTAR PRADESH,Udaan Mau
275305,Mau,UTTAR PRADESH,Udaan Mau
250001,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250002,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250003,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250004,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250110,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250221,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250222,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250401,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
250406,Meerut,UTTAR PRADESH,Udaan Meerut FMLM
245101,Ghaziabad,UTTAR PRADESH,Udaan Meerut FMLM
245201,Ghaziabad,UTTAR PRADESH,Udaan Meerut FMLM
500002,Hyderabad,TELANGANA,Udaan Mehdipatnam
500004,Hyderabad,TELANGANA,Udaan Mehdipatnam
500005,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
500006,Hyderabad,TELANGANA,Udaan Mehdipatnam
500008,Hyderabad,TELANGANA,Udaan Mehdipatnam
500023,Hyderabad,TELANGANA,Udaan Mehdipatnam
500028,Hyderabad,TELANGANA,Udaan Mehdipatnam
500030,Hyderabad,TELANGANA,Udaan Mehdipatnam
500031,Hyderabad,TELANGANA,Udaan Mehdipatnam
500033,Hyderabad,TELANGANA,Udaan Mehdipatnam
500034,Hyderabad,TELANGANA,Udaan Mehdipatnam
500045,Hyderabad,TELANGANA,Udaan Mehdipatnam
500048,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
500052,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
500053,Hyderabad,TELANGANA,Udaan Mehdipatnam
500057,Hyderabad,TELANGANA,Udaan Mehdipatnam
500064,Hyderabad,TELANGANA,Udaan Mehdipatnam
500065,Hyderabad,TELANGANA,Udaan Mehdipatnam
500066,Hyderabad,TELANGANA,Udaan Mehdipatnam
500075,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
500077,Hyderabad,TELANGANA,Udaan Mehdipatnam
500086,Hyderabad,TELANGANA,Udaan Mehdipatnam
500089,Hyderabad,TELANGANA,Udaan Mehdipatnam
500091,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
500096,Hyderabad,TELANGANA,Udaan Mehdipatnam
500104,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
500109,Hyderabad,Telangana,Udaan Mehdipatnam
500110,Hyderabad,TELANGANA,Udaan Mehdipatnam
500111,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
501218,K.V.Rangareddy,TELANGANA,Udaan Mehdipatnam
231001,Mirzapur,UTTAR PRADESH,Udaan Mirzapur
231303,Mirzapur,UTTAR PRADESH,Udaan Mirzapur
231304,Mirzapur,UTTAR PRADESH,Udaan Mirzapur
231307,Mirzapur,UTTAR PRADESH,Udaan Mirzapur
231312,Mirzapur,UTTAR PRADESH,Udaan Mirzapur
231501,Mirzapur,UTTAR PRADESH,Udaan Mirzapur
244001,Moradabad,UTTAR PRADESH,Udaan Moradabad
244301,Moradabad,UTTAR PRADESH,Udaan Moradabad
244302,Moradabad,UTTAR PRADESH,Udaan Moradabad
244303,Moradabad,UTTAR PRADESH,Udaan Moradabad
244402,Moradabad,UTTAR PRADESH,Udaan Moradabad
244410,Moradabad,UTTAR PRADESH,Udaan Moradabad
244411,Moradabad,UTTAR PRADESH,Udaan Moradabad
244412,Moradabad,UTTAR PRADESH,Udaan Moradabad
244413,Moradabad,UTTAR PRADESH,Udaan Moradabad
244414,Moradabad,UTTAR PRADESH,Udaan Moradabad
244415,Moradabad,UTTAR PRADESH,Udaan Moradabad
244504,Moradabad,UTTAR PRADESH,Udaan Moradabad
244102,Jyotiba Phule Nagar,UTTAR PRADESH,Udaan Moradabad
244103,Moradabad,UTTAR PRADESH,Udaan Moradabad
244401,Moradabad,UTTAR PRADESH,Udaan Moradabad
845401,East Champaran,BIHAR,Udaan Motihari
845412,East Champaran,BIHAR,Udaan Motihari
845413,East Champaran,BIHAR,Udaan Motihari
845416,East Champaran,BIHAR,Udaan Motihari
